star 1 :
sad	1.6256014319006091
spring	1.4268326218885399
arrival	1.4214895295583356
worst	1.306806041494841
garbage	1.2743750431612613
fee	1.172118109373037
loss	1.1181452046751943
waited	1.0965460319962974
unhelpful	1.0452933863702034
1yr	0.980210380873565

star 2 :
par	0.7073799817116931
melted	0.7047121771650902
nozzle	0.5785785715770791
tarnished	0.5748064485819824
unreadable	0.5738193402252414
sine	0.5528622618072262
march	0.5403749581458497
overheats	0.5275098176341981
release	0.48528156772818615
purchaser	0.4732626599154131

star 3 :
measurements	0.9458691861453485
fun	0.8803492414979445
dented	0.8240174844744306
awful	0.7436096199580826
mos	0.7117602011928562
27	0.696768434315438
piercing	0.6167663898342138
ear	0.6167663898342138
sparking	0.6086962902917777
worse	0.5950907614632117

star 4 :
rooms	1.0366560052558071
hate	1.0034616198511919
excelent	1.0
satisfy	1.0
god	0.947800202471231
wonder	0.9014717286087451
english	0.896960849743917
horse	0.87096769705303
beeping	0.8624909311465856
backroom	0.836377674450218

star 5 :
prompt	1.5854390314494105
compliments	1.5090115488073246
sooner	1.4721995533900012
tucks	1.2839475493951782
ikea	1.139894690940617
hesitate	1.1256741721032084
friendly	1.0776574397097158
reheats	1.0483576347955466
greats	0.9919262407026487
apartments	0.983314710631223

