star 1 :
disspointed	1.3830748364215382
airplanes	1.1380260869097174
disapointing	1.134962881882514
blew	1.075159826378016
suffocated	1.0405664994682564
eep	1.0
dissapointing	0.9953209578768598
returing	0.9760571152149059
flawed	0.9747907359880743
trimmer	0.9155569322396226

star 2 :
discriminatory	0.878785080079356
ides	0.8601919307736736
bums	0.7807220916430253
greedy	0.7401402366684262
choosy	0.7362330223425677
resources	0.7337973072359847
flexability	0.6921640983090167
inti	0.6809255175261564
llike	0.6728907378139494
12mths	0.6679266791995999

star 3 :
defeats	1.7358557011972262
unattended	1.418789773263637
velco	1.3272145819599832
hinge	0.9890727745736441
chockes	0.9880252197314091
err	0.9765853185630862
goodwill	0.969346693164594
hight	0.9469134376495895
transferable	0.906409834236836
race	0.9038770326332762

star 4 :
receiver	1.9595109239912425
cubbies	1.3710062864822512
beer	1.3204127662154168
expencive	1.3188099670811106
guards	1.3142635807172351
sweats	1.1416874817485503
docked	1.1161608222682902
ops	1.0937686264477424
userul	1.0868747125637193
theory	1.067734075979302

star 5 :
granddaughters	9.51086125109594
adore	6.2125444191617145
producto	5.562716225533715
recipient	5.166175147731876
thx	4.875308941888595
ahold	4.698279965525664
bien	4.662041824325168
mute	4.496963114481058
cowboy	4.386093276088206
entertainment	4.1650362505624114

