star 1 :
warned	1.6532138821621043
unacceptable	1.4900633136382075
humming	1.312836533341739
prodcut	1.115316349469258
fir	0.9969065741728528
newand	0.9308310283263753
heeded	0.9005958861165638
alittle	0.8842512790504147
mailed	0.882782701557213
weights	0.8796608889468374

star 2 :
october	1.4926969594432524
garbage	0.9521117938821555
mney	0.9325328845107673
fused	0.9059661011018575
urgh	0.7998942481487427
borken	0.7496092484380878
toooooooo	0.7010389789520892
batch	0.6552041745679933
stil	0.6298802978732905
tangeled	0.6294720862738454

star 3 :
dood	1.0
dosent	0.9838059099034681
aggravating	0.8067743295663734
heavey	0.8009331543569911
disapointing	0.7957089871889464
joanne	0.7744813651775387
beth	0.7572034160172079
graphics	0.7500274937165786
loudest	0.7408063616123908
cups	0.7201310715758582

star 4 :
elastic	2.204368837445753
diff	2.050681003025347
weaker	1.7129893565179906
arthritic	1.6937589055936666
welll	1.3574619933739471
docked	1.2951704667555846
recomendado	1.231537280326525
guard	1.1955926481203645
adjusting	1.1932645569051448
locations	1.153000418040328

star 5 :
excelent	7.44785722455764
definately	4.226446592331513
exceptional	3.4975073196513047
motel	3.269185545498647
blowouts	3.229597380908419
capability	3.210537860807317
nicest	3.140545823528781
buenisimo	3.0
hsi	2.911185549595934
baths	2.844439617927041

